source,target,weight,annee,mois,commentaire
PARIS AUSTERLITZ,ORLÉANS,52.1,2017,6,
PARIS AUSTERLITZ,BOURGES,87.0,2017,6,
PARIS ST LAZARE,CAEN,84.5,2017,6,
PARIS ST LAZARE,CHERBOURG,86.5,2017,6,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,96.7,2017,6,
AMIENS,PARIS NORD,87.2,2017,7,
BELFORT,PARIS EST,86.5,2017,7,
BÉZIERS,CLERMONT FERRAND,95.2,2017,7,
BORDEAUX ST JEAN,NANTES,62.0,2017,7,
CAEN,PARIS ST LAZARE,86.5,2017,7,
MAUBEUGE,PARIS NORD,91.1,2017,7,
PARIS AUSTERLITZ,TOURS,83.7,2017,7,
PARIS NORD,AMIENS,77.2,2017,7,
PARIS ST LAZARE,CAEN,80.8,2017,7,
BORDEAUX ST JEAN,NANTES,58.1,2017,8,
CHERBOURG,PARIS ST LAZARE,95.5,2017,8,
CLERMONT FERRAND,NÎMES,74.2,2017,8,
GRANVILLE,PARIS VAUGIRARD,90.9,2017,8,
ORLÉANS,PARIS AUSTERLITZ,90.7,2017,8,
PARIS AUSTERLITZ,CERBERE,96.8,2017,8,
PARIS AUSTERLITZ,BOURGES,91.9,2017,8,
PARIS EST,BELFORT,91.0,2017,8,
PARIS ST LAZARE,LE HAVRE,88.8,2017,8,
TOULOUSE MATABIAU,HENDAYE,77.2,2017,8,
TOURS,CAEN,91.9,2017,8,
BELFORT,PARIS EST,93.8,2017,9,
BÉZIERS,CLERMONT FERRAND,96.5,2017,9,
GRANVILLE,PARIS VAUGIRARD,90.4,2017,9,
NICE,BORDEAUX ST JEAN,77.2,2017,9,
NÎMES,CLERMONT FERRAND,92.9,2017,9,
PARIS AUSTERLITZ,BOURGES,90.3,2017,9,
PARIS EST,BELFORT,94.5,2017,9,
PARIS NORD,MAUBEUGE,84.5,2017,9,
PARIS ST LAZARE,CAEN,86.5,2017,9,
TOURS,PARIS AUSTERLITZ,76.9,2017,9,
AMIENS,PARIS NORD,79.8,2017,10,
BÉZIERS,CLERMONT FERRAND,91.5,2017,10,
BORDEAUX ST JEAN,NANTES,76.5,2017,10,
BOURGES,PARIS AUSTERLITZ,90.7,2017,10,
CAEN,TOURS,88.1,2017,10,
CHERBOURG,PARIS ST LAZARE,84.1,2017,10,
CLERMONT FERRAND,NÎMES,100.0,2017,10,
LIMOGES,BORDEAUX ST JEAN,83.9,2017,10,
MAUBEUGE,PARIS NORD,88.0,2017,10,
PARIS ST LAZARE,CHERBOURG,84.1,2017,10,
BELFORT,PARIS EST,91.7,2015,2,
PARIS EST,BELFORT,94.6,2015,1,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,87.5,2015,2,
CERBERE,PARIS AUSTERLITZ,89.8,2015,2,
NANTES,BORDEAUX ST JEAN,87.3,2015,3,
CHERBOURG,PARIS ST LAZARE,96.4,2015,3,
ROUEN,PARIS ST LAZARE,90.7,2015,2,
CAEN,PARIS ST LAZARE,91.5,2015,3,
PARIS NORD,AMIENS,77.8,2015,2,
NEVERS,PARIS BERCY,91.0,2015,2,
CLERMONT FERRAND,NÎMES,100.0,2015,3,
CAEN,TOURS,100.0,2015,3,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,92.5,2015,3,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,93.8,2015,3,
PARIS AUSTERLITZ,ORLÉANS,83.1,2015,3,
PARIS AUSTERLITZ,BOURGES,93.4,2015,3,
PARIS AUSTERLITZ,TOURS,87.3,2015,3,
ORLÉANS,PARIS AUSTERLITZ,92.4,2015,3,
TOURS,PARIS AUSTERLITZ,90.2,2015,3,
PARIS NORD,MAUBEUGE,92.0,2015,3,
AMIENS,PARIS NORD,78.8,2015,4,
TOURS,CAEN,90.3,2015,3,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,85.5,2015,8,
TOULOUSE MATABIAU,HENDAYE,91.4,2015,8,
PARIS VAUGIRARD,GRANVILLE,95.1,2015,8,
PARIS ST LAZARE,LE HAVRE,90.3,2015,8,
PARIS NORD,BOULOGNE,93.3,2015,8,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,95.4,2015,5,
TOULOUSE MATABIAU,HENDAYE,93.7,2015,5,
CLERMONT FERRAND,PARIS BERCY,88.8,2015,6,
CERBERE,PARIS AUSTERLITZ,79.5,2015,6,
PARIS ST LAZARE,ROUEN,95.8,2015,5,
LE HAVRE,PARIS ST LAZARE,89.3,2015,6,
BELFORT,PARIS EST,91.6,2015,6,
TROYES,PARIS EST,96.3,2015,5,
TOURS,CAEN,93.5,2015,5,
CAEN,TOURS,96.9,2015,6,
PARIS AUSTERLITZ,CERBERE,81.1,2015,7,
ORLÉANS,PARIS AUSTERLITZ,77.8,2015,7,
CLERMONT FERRAND,PARIS BERCY,85.5,2015,7,
HENDAYE,TOULOUSE MATABIAU,94.5,2015,7,
CERBERE,PARIS AUSTERLITZ,81.6,2015,7,
CHERBOURG,PARIS ST LAZARE,90.0,2015,7,
PARIS BERCY,CLERMONT FERRAND,83.8,2015,7,
PARIS NORD,BOULOGNE,93.4,2015,7,
NEVERS,PARIS BERCY,89.1,2015,7,
PARIS EST,TROYES,85.9,2015,7,
PARIS ST LAZARE,LE HAVRE,87.2,2015,6,
PARIS VAUGIRARD,GRANVILLE,85.8,2015,6,
PARIS ST LAZARE,CHERBOURG,88.2,2015,6,
BORDEAUX ST JEAN,NICE,53.8,2015,7,
NANTES,BORDEAUX ST JEAN,74.6,2015,6,
BORDEAUX ST JEAN,LIMOGES,73.7,2015,7,
PARIS NORD,BOULOGNE,93.3,2015,6,
PARIS NORD,AMIENS,81.0,2015,6,
BÉZIERS,CLERMONT FERRAND,93.5,2015,7,
NÎMES,CLERMONT FERRAND,,2015,6,
BORDEAUX ST JEAN,NANTES,80.3,2015,9,
CERBERE,PARIS AUSTERLITZ,80.2,2015,9,
CLERMONT FERRAND,BÉZIERS,93.3,2015,9,
AMIENS,PARIS NORD,86.7,2015,9,
BELFORT,PARIS EST,88.9,2015,9,
BORDEAUX ST JEAN,NICE,74.9,2014,1,
CLERMONT FERRAND,PARIS BERCY,94.0,2014,1,
MAUBEUGE,PARIS NORD,94.1,2014,1,
PARIS NORD,AMIENS,82.7,2014,1,
AMIENS,PARIS NORD,85.8,2014,1,
AMIENS,PARIS NORD,88.4,2017,2,
BÉZIERS,CLERMONT FERRAND,100.0,2017,2,
CAEN,TOURS,80.0,2017,2,
NANTES,BORDEAUX ST JEAN,72.3,2017,2,
PARIS NORD,AMIENS,94.0,2017,2,
ROUEN,PARIS ST LAZARE,94.7,2017,2,
TOULOUSE MATABIAU,HENDAYE,67.1,2017,2,
AMIENS,PARIS NORD,90.0,2017,3,
BÉZIERS,CLERMONT FERRAND,100.0,2017,3,
BOULOGNE,PARIS NORD,86.8,2017,3,
CAEN,TOURS,81.8,2017,3,
NANTES,BORDEAUX ST JEAN,75.5,2017,3,
NÎMES,CLERMONT FERRAND,61.3,2017,3,
ORLÉANS,PARIS AUSTERLITZ,77.7,2017,3,
PARIS NORD,BOULOGNE,90.1,2017,3,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,65.4,2017,3,
TOURS,CAEN,82.3,2017,3,
TOURS,PARIS AUSTERLITZ,66.1,2017,3,
AMIENS,PARIS NORD,88.0,2017,4,
BORDEAUX ST JEAN,NICE,69.4,2017,4,
BORDEAUX ST JEAN,LIMOGES,96.7,2017,4,
CLERMONT FERRAND,BÉZIERS,96.6,2017,4,
NÎMES,CLERMONT FERRAND,60.0,2017,4,
PARIS AUSTERLITZ,CERBERE,,2017,4,
PARIS EST,BELFORT,95.0,2017,4,
PARIS ST LAZARE,CAEN,80.4,2017,4,
PARIS ST LAZARE,CHERBOURG,83.8,2017,4,
PARIS VAUGIRARD,GRANVILLE,91.7,2017,4,
ROUEN,PARIS ST LAZARE,95.1,2017,4,
TOURS,PARIS AUSTERLITZ,64.5,2017,4,
BELFORT,PARIS EST,88.7,2017,5,
CAEN,PARIS ST LAZARE,87.0,2017,5,
CHERBOURG,PARIS ST LAZARE,92.4,2017,5,
CLERMONT FERRAND,PARIS BERCY,91.1,2017,5,
LE HAVRE,PARIS ST LAZARE,91.5,2017,5,
NANTES,LYON PART DIEU,88.5,2017,5,
NEVERS,PARIS BERCY,90.1,2017,5,
NÎMES,CLERMONT FERRAND,100.0,2017,5,
PARIS AUSTERLITZ,TOURS,76.1,2017,5,
PARIS EST,BELFORT,85.7,2017,5,
PARIS NORD,AMIENS,78.6,2017,5,
PARIS ST LAZARE,ROUEN,95.5,2017,5,
BÉZIERS,CLERMONT FERRAND,91.7,2017,6,
BORDEAUX ST JEAN,NANTES,82.0,2017,6,
BOURGES,PARIS AUSTERLITZ,71.4,2017,6,
CLERMONT FERRAND,PARIS BERCY,76.6,2017,6,
NANTES,LYON PART DIEU,88.5,2017,6,
PARIS AUSTERLITZ,CERBERE,0.0,2017,6,
PARIS NORD,MAUBEUGE,81.6,2017,6,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,84.5,2017,6,
BOURGES,PARIS AUSTERLITZ,89.5,2017,7,
CERBERE,PARIS AUSTERLITZ,60.0,2017,7,
CLERMONT FERRAND,PARIS BERCY,78.6,2017,7,
GRANVILLE,PARIS VAUGIRARD,91.6,2017,7,
LE HAVRE,PARIS ST LAZARE,90.6,2017,7,
LIMOGES,BORDEAUX ST JEAN,93.5,2017,7,
NANTES,BORDEAUX ST JEAN,51.1,2017,7,
NEVERS,PARIS BERCY,77.3,2017,7,
PARIS AUSTERLITZ,CERBERE,25.0,2017,7,
PARIS AUSTERLITZ,ORLÉANS,75.3,2017,7,
PARIS BERCY,CLERMONT FERRAND,78.6,2017,7,
PARIS NORD,MAUBEUGE,89.4,2017,7,
PARIS ST LAZARE,CHERBOURG,83.3,2017,7,
TOULOUSE MATABIAU,HENDAYE,79.8,2017,7,
TOURS,CAEN,75.8,2017,7,
BORDEAUX ST JEAN,NICE,72.8,2017,8,
CLERMONT FERRAND,PARIS BERCY,78.1,2017,8,
HENDAYE,TOULOUSE MATABIAU,93.5,2017,8,
PARIS BERCY,CLERMONT FERRAND,80.1,2017,8,
PARIS EST,TROYES,81.8,2017,8,
PARIS NORD,AMIENS,81.8,2017,8,
PARIS NORD,BOULOGNE,89.9,2017,8,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,83.3,2017,8,
PARIS ST LAZARE,ROUEN,93.8,2017,8,
CAEN,TOURS,87.1,2017,9,
CAEN,PARIS ST LAZARE,86.5,2017,9,
CLERMONT FERRAND,PARIS BERCY,87.0,2017,9,
HENDAYE,TOULOUSE MATABIAU,91.0,2017,9,
LYON PART DIEU,NANTES,78.8,2017,9,
MAUBEUGE,PARIS NORD,85.3,2017,9,
NEVERS,PARIS BERCY,87.3,2017,9,
ORLÉANS,PARIS AUSTERLITZ,78.2,2017,9,
PARIS ST LAZARE,LE HAVRE,89.0,2017,9,
PARIS ST LAZARE,ROUEN,92.6,2017,9,
PARIS VAUGIRARD,GRANVILLE,91.8,2017,9,
CAEN,PARIS ST LAZARE,76.1,2017,10,
GRANVILLE,PARIS VAUGIRARD,86.1,2017,10,
HENDAYE,TOULOUSE MATABIAU,88.7,2017,10,
PARIS AUSTERLITZ,CERBERE,87.5,2017,10,
PARIS ST LAZARE,CAEN,78.5,2017,10,
PARIS ST LAZARE,ROUEN,90.5,2017,10,
TOULOUSE MATABIAU,HENDAYE,96.8,2017,10,
PARIS NORD,MAUBEUGE,92.9,2014,8,
PARIS BERCY,NEVERS,94.9,2014,9,
PARIS EST,TROYES,94.0,2014,8,
PARIS EST,BELFORT,93.5,2014,9,
BELFORT,PARIS EST,92.5,2014,9,
CLERMONT FERRAND,NÎMES,100.0,2014,9,
PARIS ST LAZARE,LE HAVRE,88.8,2014,11,
BORDEAUX ST JEAN,NICE,69.0,2014,11,
CERBERE,PARIS AUSTERLITZ,86.5,2014,11,
GRANVILLE,PARIS VAUGIRARD,84.7,2014,11,
PARIS BERCY,CLERMONT FERRAND,83.7,2014,11,
PARIS NORD,BOULOGNE,89.6,2014,11,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,85.76,2014,0,
PARIS VAUGIRARD,GRANVILLE,88.65,2014,0,
PARIS ST LAZARE,CHERBOURG,89.05,2014,0,
PARIS ST LAZARE,LE HAVRE,88.98,2014,0,
CERBERE,PARIS AUSTERLITZ,87.91,2014,0,
GRANVILLE,PARIS VAUGIRARD,89.67,2014,0,
NANTES,BORDEAUX ST JEAN,85.75,2014,0,
CLERMONT FERRAND,BÉZIERS,94.86,2014,0,
CLERMONT FERRAND,NÎMES,90.47,2014,0,
PARIS NORD,MAUBEUGE,91.08,2014,0,
BOURGES,PARIS AUSTERLITZ,84.66,2014,0,
CHERBOURG,PARIS ST LAZARE,91.36,2014,0,
NICE,BORDEAUX ST JEAN,80.23,2014,0,
LYON PART DIEU,NANTES,90.66,2014,0,
AMIENS,PARIS NORD,80.5,2014,0,
BELFORT,PARIS EST,90.62,2014,0,
TROYES,PARIS EST,89.18,2014,0,
TOULOUSE MATABIAU,HENDAYE,91.42,2014,0,
PARIS AUSTERLITZ,BOURGES,89.38,2014,0,
ORLÉANS,PARIS AUSTERLITZ,82.87,2014,0,
BORDEAUX ST JEAN,NICE,75.58,2014,0,
PARIS ST LAZARE,ROUEN,91.17,2014,0,
PARIS NORD,BOULOGNE,89.73,2014,0,
BÉZIERS,CLERMONT FERRAND,93.62,2014,0,
CLERMONT FERRAND,PARIS BERCY,91.3,2014,0,
BORDEAUX ST JEAN,LIMOGES,95.69,2014,0,
BOULOGNE,PARIS NORD,86.35,2014,0,
NANTES,LYON PART DIEU,92.18,2014,0,
PARIS EST,TROYES,89.15,2014,0,
CAEN,TOURS,84.99,2014,0,
LIMOGES,BORDEAUX ST JEAN,91.88,2014,0,
HENDAYE,TOULOUSE MATABIAU,85.87,2014,0,
ROUEN,PARIS ST LAZARE,91.05,2014,0,
PARIS BERCY,NEVERS,88.53,2014,0,
BORDEAUX ST JEAN,NANTES,83.73,2014,0,
PARIS NORD,AMIENS,81.69,2014,0,
TOURS,CAEN,87.91,2014,0,
TOURS,PARIS AUSTERLITZ,82.51,2014,0,
PARIS BERCY,CLERMONT FERRAND,91.22,2014,0,
MAUBEUGE,PARIS NORD,91.21,2014,0,
NÎMES,CLERMONT FERRAND,90.7,2014,0,
PARIS AUSTERLITZ,CERBERE,90.18,2014,0,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,88.41,2014,0,
PARIS ST LAZARE,CAEN,88.17,2014,0,
BORDEAUX ST JEAN,NICE,75.78,2015,0,
BORDEAUX ST JEAN,LIMOGES,94.73,2015,0,
BOULOGNE,PARIS NORD,89.81,2015,0,
CAEN,PARIS ST LAZARE,90.7,2015,0,
GRANVILLE,PARIS VAUGIRARD,92.5,2015,0,
NÎMES,CLERMONT FERRAND,94.22,2015,0,
PARIS BERCY,CLERMONT FERRAND,86.99,2015,0,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,87.02,2015,0,
BOURGES,PARIS AUSTERLITZ,85.29,2015,0,
HENDAYE,TOULOUSE MATABIAU,92.45,2015,0,
LE HAVRE,PARIS ST LAZARE,90.77,2015,0,
PARIS AUSTERLITZ,CERBERE,89.89,2015,0,
PARIS AUSTERLITZ,ORLÉANS,80.13,2015,0,
PARIS ST LAZARE,ROUEN,92.99,2015,0,
TOULOUSE MATABIAU,HENDAYE,93.6,2015,0,
PARIS AUSTERLITZ,TOURS,80.17,2015,0,
PARIS BERCY,NEVERS,85.53,2015,0,
PARIS NORD,AMIENS,80.81,2015,0,
BÉZIERS,CLERMONT FERRAND,94.99,2015,0,
BORDEAUX ST JEAN,NANTES,82.57,2015,0,
CERBERE,PARIS AUSTERLITZ,83.14,2015,0,
NANTES,LYON PART DIEU,92.01,2015,0,
PARIS AUSTERLITZ,BOURGES,90.12,2015,0,
PARIS NORD,MAUBEUGE,90.58,2015,0,
PARIS NORD,BOULOGNE,85.25,2015,0,
PARIS ST LAZARE,CAEN,87.88,2015,0,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,90.84,2015,0,
BORDEAUX ST JEAN,NICE,75.73,2016,0,
BOURGES,PARIS AUSTERLITZ,78.41,2016,0,
HENDAYE,TOULOUSE MATABIAU,87.25,2016,0,
NANTES,LYON PART DIEU,92.52,2016,0,
PARIS AUSTERLITZ,BOURGES,88.93,2016,0,
PARIS BERCY,NEVERS,83.61,2016,0,
PARIS EST,BELFORT,90.08,2016,0,
PARIS NORD,BOULOGNE,88.38,2016,0,
ROUEN,PARIS ST LAZARE,93.57,2016,0,
TOURS,PARIS AUSTERLITZ,75.53,2016,0,
TROYES,PARIS EST,87.19,2016,0,
CLERMONT FERRAND,NÎMES,93.42,2016,0,
CLERMONT FERRAND,BÉZIERS,95.77,2016,0,
PARIS BERCY,CLERMONT FERRAND,87.88,2016,0,
PARIS ST LAZARE,CAEN,83.31,2016,0,
TOULOUSE MATABIAU,HENDAYE,77.12,2016,0,
CLERMONT FERRAND,PARIS BERCY,83.58,2016,0,
LYON PART DIEU,NANTES,88.52,2016,0,
NANTES,BORDEAUX ST JEAN,71.2,2016,0,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,76.56,2016,0,
CERBERE,PARIS AUSTERLITZ,93.73,2016,0,
ORLÉANS,PARIS AUSTERLITZ,77.21,2016,0,
PARIS NORD,AMIENS,88.39,2016,0,
PARIS ST LAZARE,ROUEN,90.35,2016,0,
TOURS,CAEN,85.75,2016,0,
BELFORT,PARIS EST,87.75,2016,0,
BORDEAUX ST JEAN,NANTES,72.76,2016,0,
CHERBOURG,PARIS ST LAZARE,91.22,2016,0,
NICE,BORDEAUX ST JEAN,66.8,2016,0,
PARIS AUSTERLITZ,ORLÉANS,74.33,2016,0,
PARIS ST LAZARE,CHERBOURG,85.07,2016,0,
PARIS ST LAZARE,LE HAVRE,87.26,2016,0,
BOULOGNE,PARIS NORD,84.73,2016,0,
CAEN,TOURS,84.92,2016,0,
PARIS VAUGIRARD,GRANVILLE,87.98,2016,0,
PARIS VAUGIRARD,GRANVILLE,92.38,2015,0,
NEVERS,PARIS BERCY,88.59,2015,0,
ORLÉANS,PARIS AUSTERLITZ,86.14,2015,0,
ROUEN,PARIS ST LAZARE,93.08,2015,0,
TROYES,PARIS EST,91.23,2015,0,
BELFORT,PARIS EST,91.65,2015,0,
PARIS ST LAZARE,CHERBOURG,88.52,2015,0,
NÎMES,CLERMONT FERRAND,73.42,2016,0,
BÉZIERS,CLERMONT FERRAND,97.71,2016,0,
BORDEAUX ST JEAN,LIMOGES,91.59,2016,0,
GRANVILLE,PARIS VAUGIRARD,87.79,2016,0,
PARIS EST,TROYES,84.38,2016,0,
CAEN,PARIS ST LAZARE,89.82,2016,0,
PARIS NORD,MAUBEUGE,87.16,2016,0,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,89.77,2016,0,
LE HAVRE,PARIS ST LAZARE,90.26,2016,0,
MAUBEUGE,PARIS NORD,91.73,2016,0,
PARIS AUSTERLITZ,TOURS,76.36,2016,0,
LIMOGES,BORDEAUX ST JEAN,92.35,2016,0,
NEVERS,PARIS BERCY,86.98,2016,0,
AMIENS,PARIS NORD,86.67,2016,0,
PARIS AUSTERLITZ,TOURS,79.86,2014,0,
PARIS AUSTERLITZ,ORLÉANS,81.57,2014,0,
LE HAVRE,PARIS ST LAZARE,89.2,2014,0,
CAEN,PARIS ST LAZARE,89.77,2014,0,
PARIS EST,BELFORT,88.93,2014,0,
NEVERS,PARIS BERCY,91.03,2014,0,
MAUBEUGE,PARIS NORD,88.97,2015,0,
NICE,BORDEAUX ST JEAN,78.12,2015,0,
PARIS EST,TROYES,91.58,2015,0,
AMIENS,PARIS NORD,76.32,2015,0,
CAEN,TOURS,92.5,2015,0,
CLERMONT FERRAND,PARIS BERCY,88.4,2015,0,
CLERMONT FERRAND,BÉZIERS,94.51,2015,0,
PARIS ST LAZARE,LE HAVRE,89.23,2015,0,
TOURS,CAEN,90.39,2015,0,
TOURS,PARIS AUSTERLITZ,87.05,2015,0,
PARIS AUSTERLITZ,CERBERE,87.96,2016,0,
AMIENS,PARIS NORD,86.6,2017,0,
BÉZIERS,CLERMONT FERRAND,96.83,2017,0,
BORDEAUX ST JEAN,LIMOGES,91.67,2017,0,
BOURGES,PARIS AUSTERLITZ,78.91,2017,0,
CLERMONT FERRAND,PARIS BERCY,84.09,2017,0,
CLERMONT FERRAND,BÉZIERS,95.3,2017,0,
HENDAYE,TOULOUSE MATABIAU,90.33,2017,0,
LE HAVRE,PARIS ST LAZARE,91.44,2017,0,
ORLÉANS,PARIS AUSTERLITZ,79.54,2017,0,
PARIS AUSTERLITZ,ORLÉANS,73.31,2017,0,
PARIS AUSTERLITZ,TOURS,77.16,2017,0,
PARIS EST,TROYES,82.52,2017,0,
PARIS ST LAZARE,ROUEN,90.68,2017,0,
PARIS VAUGIRARD,GRANVILLE,91.77,2017,0,
ROUEN,PARIS ST LAZARE,92.97,2017,0,
TOURS,PARIS AUSTERLITZ,75.34,2017,0,
TROUVILLE DEAUVILLE,PARIS ST LAZARE,88.37,2017,0,
BORDEAUX ST JEAN,NICE,71.54,2017,0,
CLERMONT FERRAND,NÎMES,78.22,2017,0,
PARIS EST,BELFORT,90.59,2015,0,
NANTES,BORDEAUX ST JEAN,75.73,2015,0,
LYON PART DIEU,NANTES,88.43,2015,0,
LIMOGES,BORDEAUX ST JEAN,94.44,2015,0,
CHERBOURG,PARIS ST LAZARE,91.65,2015,0,
GRANVILLE,PARIS VAUGIRARD,89.31,2017,0,
NEVERS,PARIS BERCY,85.75,2017,0,
PARIS EST,BELFORT,91.86,2017,0,
PARIS ST LAZARE,CAEN,82.23,2017,0,
PARIS ST LAZARE,CHERBOURG,85.81,2017,0,
PARIS ST LAZARE,LE HAVRE,88.26,2017,0,
TOULOUSE MATABIAU,HENDAYE,81.39,2017,0,
BORDEAUX ST JEAN,NANTES,75.7,2017,0,
NÎMES,CLERMONT FERRAND,64.21,2017,0,
PARIS BERCY,NEVERS,84.33,2017,0,
PARIS NORD,MAUBEUGE,87.23,2017,0,
TOURS,CAEN,83.34,2017,0,
BELFORT,PARIS EST,89.82,2017,0,
LYON PART DIEU,NANTES,86.26,2017,0,
BOULOGNE,PARIS NORD,85.56,2017,0,
CAEN,PARIS ST LAZARE,88.12,2017,0,
LIMOGES,BORDEAUX ST JEAN,90.91,2017,0,
MAUBEUGE,PARIS NORD,91.19,2017,0,
NANTES,BORDEAUX ST JEAN,69.46,2017,0,
PARIS AUSTERLITZ,BOURGES,88.43,2017,0,
PARIS NORD,AMIENS,83.73,2017,0,
PARIS BERCY,CLERMONT FERRAND,85.7,2017,0,
PARIS NORD,BOULOGNE,89.46,2017,0,
PARIS ST LAZARE,TROUVILLE DEAUVILLE,72.44,2017,0,
CAEN,TOURS,84.71,2017,0,
TROYES,PARIS EST,87.01,2017,0,
NANTES,LYON PART DIEU,88.79,2017,0,
NICE,BORDEAUX ST JEAN,68.55,2017,0,
CLERMONT FERRAND,NÎMES,95.49,2015,0,
CERBERE,PARIS AUSTERLITZ,73.47,2017,0,
PARIS AUSTERLITZ,CERBERE,67.17,2017,0,
CHERBOURG,PARIS ST LAZARE,92.3,2017,0,
